1	3.252216865
1.05	3.189315444
1.1	3.128353994
1.15	3.069286272
1.2	3.012067143
1.25	2.956652556
1.3	2.902999513
1.35	2.851066044
1.4	2.800811181
1.45	2.752194932
1.5	2.705178259
1.55	2.65972305
1.6	2.615792099
1.65	2.57334908
1.7	2.532358528
1.75	2.492785814
1.8	2.454597127
1.85	2.417759451
1.9	2.382240546
1.95	2.348008926
2	2.315033843
2.05	2.283285268
2.1	2.25273387
2.15	2.223351
2.2	2.195108675
2.25	2.167979556
2.3	2.141936939
2.35	2.116954732
2.4	2.093007444
2.45	2.070070167
2.5	2.048118561
2.55	2.027128842
2.6	2.007077765
2.65	1.987942612
2.7	1.969701175
2.75	1.952331749
2.8	1.935813114
2.85	1.920124524
2.9	1.905245694
2.95	1.89115679
3	1.877838417
3.05	1.865271604
3.1	1.853437799
3.15	1.842318853
3.2	1.831897013
3.25	1.822154908
3.3	1.813075543
3.35	1.804642287
3.4	1.796838864
3.45	1.789649344
3.5	1.783058131
3.55	1.777049962
3.6	1.771609887
3.65	1.766723271
3.7	1.762375781
3.75	1.758553378
3.8	1.755242309
3.85	1.752429101
3.9	1.750100553
3.95	1.748243729
4	1.74684595
4.05	1.745894787
4.1	1.745378058
4.15	1.745283815
4.2	1.745600343
4.25	1.746316152
4.3	1.74741997
4.35	1.748900741
4.4	1.750747613
4.45	1.752949937
4.5	1.75549726
4.55	1.758379322
4.6	1.761586047
4.65	1.76510754
4.7	1.768934082
4.75	1.773056126
4.8	1.77746429
4.85	1.782149356
4.9	1.787102261
4.95	1.792314097
5	1.797776104
5.05	1.803479669
5.1	1.809416316
5.15	1.81557771
5.2	1.821955647
5.25	1.828542052
5.3	1.835328979
5.35	1.842308601
5.4	1.849473212
5.45	1.856815222
5.5	1.864327152
5.55	1.872001634
5.6	1.879831405
5.65	1.887809305
5.7	1.895928277
5.75	1.90418136
5.8	1.912561686
5.85	1.921062483
5.9	1.929677065
5.95	1.938398836
6	1.947221283
6.05	1.956137976
6.1	1.965142564
6.15	1.974228774
6.2	1.98339041
6.25	1.992621347
6.3	2.001915532
6.35	2.011266982
6.4	2.020669781
6.45	2.030118078
6.5	2.039606084
6.55	2.049128076
6.6	2.058678387
6.65	2.068251409
6.7	2.077841593
6.75	2.087443442
6.8	2.097051514
6.85	2.106660419
6.9	2.116264817
6.95	2.125859418
7	2.135438979
7.05	2.144998304
7.1	2.154532242
7.15	2.164035685
7.2	2.17350357
7.25	2.182930873
7.3	2.192312611
7.35	2.201643843
7.4	2.210919663
7.45	2.220135203
7.5	2.229285632
7.55	2.238366156
7.6	2.247372011
7.65	2.256298471
7.7	2.265140841
7.75	2.273894457
7.8	2.282554687
7.85	2.29111693
7.9	2.299576614
7.95	2.307929195
8	2.316170159
8.05	2.324295019
8.1	2.332299315
8.15	2.340178612
8.2	2.347928504
8.25	2.355544607
8.3	2.363022564
8.35	2.370358042
8.4	2.377546731
8.45	2.384584345
8.5	2.391466621
8.55	2.398189319
8.6	2.40474822
8.65	2.411139129
8.7	2.417357869
8.75	2.423400289
8.8	2.429262254
8.85	2.434939654
8.9	2.440428397
8.95	2.445724411
9	2.450823645
9.05	2.455722068
9.1	2.460415668
9.15	2.464900452
9.2	2.469172447
9.25	2.473227699
9.3	2.477062273
9.35	2.480672253
9.4	2.484053742
9.45	2.487202862
9.5	2.490115753
9.55	2.492788575
9.6	2.495217505
9.65	2.497398741
9.7	2.499328497
9.75	2.501003008
9.8	2.502418527
9.85	2.503571326
9.9	2.504457696
9.95	2.505073947
10	2.505416407
10.05	2.505481425
10.1	2.505265368
10.15	2.504764624
10.2	2.503975597
10.25	2.502894716
10.3	2.501518426
10.35	2.499843193
10.4	2.497865504
10.45	2.495581865
10.5	2.492988804
10.55	2.490082869
10.6	2.486860631
10.65	2.48331868
10.7	2.479453628
10.75	2.475262109
10.8	2.470740781
10.85	2.465886321
10.9	2.460695432
10.95	2.455164837
11	2.449291284
11.05	2.443071545
11.1	2.436502414
11.15	2.42958071
11.2	2.422303278
11.25	2.414666986
11.3	2.406668729
11.35	2.398305424
11.4	2.389574019
11.45	2.380471484
11.5	2.370994818
11.55	2.361141047
11.6	2.350907223
11.65	2.340290428
11.7	2.32928777
11.75	2.317896388
11.8	2.306113448
11.85	2.293936148
11.9	2.281361713
11.95	2.2683874
12	2.255010497
12.05	2.241228324
12.1	2.22703823
12.15	2.2124376
12.2	2.197423848
12.25	2.181994423
12.3	2.166146809
12.35	2.149878521
12.4	2.133187111
12.45	2.116070165
12.5	2.098525304
12.55	2.080550187
12.6	2.062142508
12.65	2.043299999
12.7	2.024020429
12.75	2.004301605
12.8	1.984141372
12.85	1.963537617
12.9	1.942488263
12.95	1.920991276
13	1.899044662
13.05	1.876646466
13.1	1.853794779
13.15	1.830487731
13.2	1.806723496
13.25	1.782500292
13.3	1.75781638
13.35	1.732670067
13.4	1.707059703
13.45	1.680983686
13.5	1.654440459
13.55	1.627428512
13.6	1.599946383
13.65	1.571992656
13.7	1.543565965
13.75	1.514664994
13.8	1.485288475
13.85	1.455435191
13.9	1.425103976
13.95	1.394293715
14	1.363003345
14.05	1.331231856
14.1	1.29897829
14.15	1.266241745
14.2	1.233021371
14.25	1.199316373
14.3	1.165126014
14.35	1.13044961
14.4	1.095286536
14.45	1.059636223
14.5	1.02349816
14.55	0.986871895
14.6	0.949757033
14.65	0.912153242
14.7	0.874060248
14.75	0.835477837
14.8	0.796405859
14.85	0.756844223
14.9	0.716792904
14.95	0.676251936
15	0.63522142
